,Player,Squad,Age,Born,90s,GA,GA90,SoTA,Saves,Save%,CS,CS%,Based,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,drTkl,Att,Tkl%,Lost,Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Position,Total Cmp%,TotDist,PrgDist,Short Cmp%,Medium Cmp%,Long Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,xG_On-Off,player_code,country_of_birth,sub_position,foot,height_in_cm,contract_expiration_date,market_value_in_eur
346,Lucas Paes,Casa Pia,24,97,2.0,7,3.50,18,13,61.1,0,0.0,Liga Nos,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,1,Goalkeeper,60.6,1219,874,90.9,100.0,37.5,0,0.3,0.2,-0.3,1,2,1,0,0,0.00,4,7,-3,-1.50,-1.31,1.5,3.0,-1.4,-0.72,-0.42,lucas-paes97,Brazil,Goalkeeper,right,193.0,6/30/24 0:00,200000
347,Marco André Rocha Pereira,Santa Clara,35,87,8.0,9,1.13,31,21,74.2,1,12.5,Liga Nos,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,Goalkeeper,72.2,5837,4488,100.0,98.9,49.3,0,0.0,0.0,0.0,0,8,1,0,1,0.63,5,9,-4,-0.50,+0.58,6.5,9.4,-2.9,-0.36,+0.16,marco-andre-rocha-pereira87,Portugal,Goalkeeper,right,184.0,6/30/24 0:00,200000
348,Cláudio Ramos,Porto,30,91,1.0,0,0.00,0,0,,1,100.0,Liga Nos,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Goalkeeper,100.0,546,404,100.0,100.0,100.0,0,0.0,0.0,0.0,0,0,0,0,0,1.50,1,1,0,0.00,-1.55,1.2,0.2,+1.0,+1.00,-0.37,claudio-ramos91,Portugal,Goalkeeper,right,183.0,6/30/24 0:00,1500000
349,Tiago Sá,Braga,27,95,1.9,2,1.08,4,2,50.0,0,0.0,Liga Nos,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,85.5,1140,709,100.0,100.0,57.9,0,0.0,0.0,0.0,0,0,0,0,0,1.00,3,2,+1,+0.54,-0.83,3.5,2.3,+1.3,+0.68,+0.12,tiago-sa95,Portugal,Goalkeeper,right,186.0,6/30/23 0:00,800000
350,Samuel Soares,Benfica,20,02,0.0,0,0.00,1,1,100.0,1,,Liga Nos,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,75.0,74,59,100.0,,50.0,0,0.0,0.0,0.0,0,0,0,0,0,3.00,0,0,0,0.00,-1.83,0.0,0.1,-0.1,-2.68,-4.57,samuel-soares02,Portugal,Goalkeeper,right,190.0,6/30/27 0:00,2000000
351,Matouš Trmal,Marítimo,23,98,6.0,5,0.83,26,21,84.6,2,33.3,Liga Nos,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Goalkeeper,75.3,3319,2184,100.0,100.0,36.6,0,0.0,0.0,0.0,0,0,0,0,0,1.00,4,5,-1,-0.17,+0.90,8.6,9.3,-0.7,-0.11,+0.32,matous-trmal98,Czech Republic,Goalkeeper,right,192.0,6/30/23 0:00,700000
352,João Valido,Arouca,22,00,0.0,0,0.00,0,0,,1,,Liga Nos,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,100.0,57,57,,,100.0,0,0.0,0.0,0.0,0,0,0,0,0,3.00,0,0,0,0.00,+0.03,0.0,0.0,0.0,0.00,+0.32,joao-valido00,Portugal,Goalkeeper,right,185.0,6/30/25 0:00,100000
353,Bruno Varela,Vitória,27,94,27.0,25,0.93,97,72,75.3,13,48.1,Liga Nos,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,2,Goalkeeper,63.8,20418,15804,100.0,99.2,45.6,1,0.9,0.1,+0.1,2,14,0,0,0,1.81,28,25,+3,+0.11,+1.25,28.4,31.4,-3.0,-0.11,+0.33,bruno-varela94,Portugal,Goalkeeper,right,191.0,6/30/24 0:00,4000000
354,Igor Vekič,Paços,24,98,9.1,17,1.86,34,17,52.9,1,11.1,Liga Nos,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,1,Goalkeeper,74.5,6178,4841,100.0,98.7,54.8,0,0.0,0.0,0.0,0,0,0,0,0,0.30,7,17,-10,-1.10,-0.05,9.8,11.9,-2.2,-0.24,+0.61,igor-vekic98,,Goalkeeper,right,192.0,6/30/23 0:00,300000
355,Odisseas Vlachodimos,Benfica,28,94,34.0,20,0.59,72,53,75.0,20,58.8,Liga Nos,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,1,Goalkeeper,83.7,16448,11503,99.4,98.9,56.5,0,0.0,0.0,0.0,1,7,0,0,0,2.56,82,20,+62,+1.83,+1.83,87.1,22.9,+64.2,+1.89,+4.57,odisseas-vlachodimos94,Germany,Goalkeeper,right,191.0,6/30/27 0:00,16000000
356,Ivan Zlobin,Famalicão,25,97,1.0,2,2.00,5,3,60.0,0,0.0,Liga Nos,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,50.0,1026,769,,83.3,45.0,0,0.0,0.0,0.0,1,1,0,0,0,1.00,2,2,0,0.00,+0.24,1.5,1.6,-0.1,-0.13,+0.18,ivan-zlobin97,Russia,Goalkeeper,right,191.0,6/30/25 0:00,300000
